,time,271,316,338,383,428,450,495,517,562,249,361,540,294,473,406,339,518,272,585,451,384,317,563,496,429,362,250,541,295,474,407,340,519,586,273,452,385,318,564,497,430,363,542,296,475,408,341,520,587,453,274,386,319,565,498,431,364,543,297,476,1468,1513,1535,252,1491,1558,1536,342,275,1469,1514,320,253,298,1492,1559,1537,343,276,1470,321,1515,254,1560,299,1493,1538,344,277,1471,322,1516,1583,255,1561,646,691,1229,1274,1252,669,714,1230,692,1275,1253,670,715,1276,1231,693,1254,1232,671,716,1277,694,1255,1210,1233
0,0,2.8578035831451416,4.512209892272949,1.8536218404769897,6.101263046264648,4.915472984313965,0.9215841889381409,4.410330772399902,1.585028052330017,3.1768059730529785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.081693172454834,0.0,0.0,0.0,5.880372524261475,0.0,3.617345094680786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7186784744262695,5.5342302322387695,1.0421779155731201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7806625366210938,5.965585708618164,5.780429363250732,3.176931142807007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2.847824811935425,4.497276306152344,1.8532395362854004,6.164187431335449,4.918625354766846,0.9390773177146912,4.409351348876953,1.57888662815094,3.162419319152832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0692226886749268,0.0,0.0,0.0,5.910121440887451,0.0,3.61203932762146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69873309135437,5.537611961364746,1.0569589138031006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.768002986907959,5.972105979919434,5.79787540435791,3.169081687927246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2.838031053543091,4.481552600860596,1.8528697490692139,6.228995323181152,4.921856880187988,0.9555761218070984,4.408326625823975,1.572959542274475,3.1478114128112793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0568602085113525,0.0,0.0,0.0,5.939557075500488,0.0,3.6066038608551025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6789040565490723,5.541084289550781,1.0714837312698364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75543475151062,5.978806972503662,5.815130233764648,3.161068916320801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,2.8284194469451904,4.464982986450195,1.8525117635726929,0.012024986557662487,4.925169944763184,0.9711551070213318,4.407254695892334,1.567236304283142,3.1329832077026367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.044607639312744,0.0,0.0,0.0,5.968633651733398,0.0,3.6010351181030273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6592061519622803,5.544650554656982,1.085753083229065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7429606914520264,5.985696792602539,5.832186222076416,3.152888298034668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,2.818986654281616,4.447506904602051,1.8521652221679688,0.07909969985485077,4.928567886352539,0.985882580280304,4.406132221221924,1.5617070198059082,3.117936372756958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0324676036834717,0.0,0.0,0.0,5.997309684753418,0.0,3.595327854156494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.639652729034424,5.548314094543457,1.0997681617736816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.730583429336548,5.9927825927734375,5.849038124084473,3.144536018371582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,2.8097293376922607,4.429060459136963,1.8518297672271729,0.14644300937652588,4.93205451965332,0.9998209476470947,4.4049553871154785,1.556362509727478,3.102673053741455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0204415321350098,0.0,0.0,0.0,6.025548458099365,0.0,3.589477300643921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6202573776245117,5.552079200744629,1.1135305166244507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.718306064605713,6.000072002410889,5.865679740905762,3.136007785797119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,2.8006443977355957,4.409574031829834,1.8515046834945679,0.2134493738412857,4.935632705688477,1.013027310371399,4.403720378875732,1.5511939525604248,3.087196111679077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0085318088531494,0.0,0.0,0.0,6.053316116333008,0.0,3.5834789276123047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6010329723358154,5.55595064163208,1.1270419359207153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7061307430267334,6.007573127746582,5.882105827331543,3.1272990703582764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,2.7917282581329346,4.388973712921143,1.8511897325515747,0.27953097224235535,4.939306259155273,1.025553822517395,4.402422904968262,1.5461931228637695,3.0715084075927734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9967397451400757,0.0,0.0,0.0,6.080582141876221,0.0,3.577327251434326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5819907188415527,5.559932231903076,1.1403043270111084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6940598487854004,6.015295028686523,5.898312568664551,3.118405818939209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,2.782977819442749,4.367181301116943,1.8508844375610352,0.34414803981781006,4.943078517913818,1.0374484062194824,4.401058673858643,1.541352391242981,3.0556135177612305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9850670099258423,0.0,0.0,0.0,6.107321739196777,0.0,3.571016788482666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5631420612335205,5.564028739929199,1.1533204317092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6820952892303467,6.023246765136719,5.914295673370361,3.109323024749756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
