,time,534,556,578,579,600,601,623,645,646,667,668,690,691,712,713,735,757,758,780,802,824,825,847,869,870,892,914,936,937,959,981,982,1003,1004,1026,1027,1048,1049,1070,1071,1093,1094,1115,1116,1138,1160,624,915,803,960,1161,1072,557,736,1183,669,512,1005,1139,848,602,893,781,1050,1117,714,938,647,535,983,826,580,1095,759,1028,692,871,625,916,1184,1162,804,1073,961,558,737,670,1140,1006,849,603,782,894,1118,1051,715,648,939,536,984,827,581,1096,760,693,1029,872,1185,626,1163,917,805,1074,962,738,559,1141,671,1007,850,604,783,1119,895,1052,716,649,940,828,985,537,582,1097,761,1186,694,1030,873,627,1164,918,806,1075,963,739,1142,672,560
0,0,1522.755875,1114.723625,1096.54875,1493.491875,1495.078125,872.468375,576.986875,992.3074375,1227.187375,1654.214625,765.744125,866.3265625,1743.8165,1421.4685,1243.055625,1064.928,1353.504375,1684.1405,1337.474375,1360.52275,1740.75025,1573.01525,1367.386875,1543.705375,1758.44275,1350.892125,1293.979125,1622.698,1344.5975,1015.2565625,1166.972625,1431.9995,1666.33975,845.898375,696.5714375,1699.45375,1156.4645,1043.8550625,1797.45775,624.0679375,876.119625,1598.39675,1478.126,1222.18725,1226.105875,1595.754375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1520.250875,1115.146125,1101.012625,1487.9225,1501.365,868.10875,578.5095625,997.98325,1221.011875,1660.5125,762.2286875,868.9735,1737.630875,1426.6045,1238.421625,1064.3555,1356.883125,1679.165125,1335.1265,1362.104875,1745.014375,1569.562,1367.307625,1547.076,1754.08525,1349.123125,1296.2105,1627.6855,1340.976375,1015.5524375,1171.6035,1426.634625,1672.573375,842.7161875,699.8075625,1693.045625,1162.58525,1037.9718125,1803.98575,621.8216875,879.799625,1592.149125,1483.323125,1217.678125,1225.1955,1597.70725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1517.77375,1115.612375,1105.50275,1482.364625,1507.657625,863.78375,580.1126875,1003.675125,1214.844625,1666.815125,758.760875,871.6676875,1731.450375,1431.755125,1233.80875,1063.827375,1360.288375,1674.20275,1332.80975,1363.719625,1749.2945,1566.131,1367.262625,1550.469375,1749.74325,1347.386625,1298.47425,1632.686375,1337.38075,1015.8953125,1176.25675,1421.283,1678.812,839.579375,703.0979375,1686.641125,1168.71525,1032.102,1810.516375,619.646375,883.5196875,1585.90725,1488.53475,1213.192375,1224.3245,1599.68825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1515.32475,1116.12225,1110.0185,1476.818625,1513.95575,859.493875,581.7955,1009.3829375,1208.68575,1673.122125,755.34125,874.4086875,1725.274875,1436.920125,1229.21725,1063.344,1363.719625,1669.2535,1330.524375,1365.366875,1753.590625,1562.72225,1367.251875,1553.885375,1745.417125,1345.683,1300.770375,1637.7005,1333.810875,1016.285125,1180.932,1415.944625,1685.055375,836.4885625,706.4416875,1680.240375,1174.85425,1026.24575,1817.04975,617.5426875,887.279375,1579.670875,1493.7605,1208.73025,1223.492875,1601.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1512.903875,1116.675875,1114.55975,1471.284625,1520.259375,855.2396875,583.5573125,1015.1063125,1202.53525,1679.433625,751.9705,877.1960625,1719.104375,1442.099625,1224.6475,1062.905125,1367.17675,1664.317625,1328.270625,1367.046625,1757.9025,1559.336,1367.2755,1557.323875,1741.106875,1344.012125,1303.098625,1642.72775,1330.267,1016.72175,1185.629125,1410.619625,1691.3035,833.44425,709.8380625,1673.8435,1181.00225,1020.4034375,1823.585625,615.5114375,891.078125,1573.440375,1499.00025,1204.292125,1222.700625,1603.7335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1510.51125,1117.273,1119.12625,1465.762625,1526.5685,851.0216875,585.3975,1020.845,1196.393375,1685.7495,748.6493125,880.029375,1712.939125,1447.29325,1220.0995,1062.511,1370.659625,1659.395125,1326.048375,1368.7585,1762.23025,1555.97225,1367.3335,1560.784625,1736.8125,1342.374125,1305.458875,1647.768,1326.74925,1017.205125,1190.34775,1405.30825,1697.556375,830.4469375,713.286375,1667.450375,1187.159125,1014.5751875,1830.124,613.5533125,894.9155,1567.21575,1504.254,1199.878125,1221.947875,1605.797625,1829.371625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,1508.147125,1117.913625,1123.7175,1460.252875,1532.882875,846.8405,587.31525,1026.59875,1190.26025,1692.06975,745.3783125,882.90825,1706.779125,1452.501,1215.57375,1062.161625,1374.168,1654.48625,1323.858125,1370.502625,1766.5735,1552.631375,1367.42575,1564.2675,1732.534375,1340.769375,1307.851,1652.82125,1323.257875,1017.73525,1195.087625,1400.010625,1703.814,827.497125,716.7858125,1661.06125,1193.3245,1008.761375,0.0,611.669,898.7909375,1560.997,1509.5215,1195.4885,1221.23475,1607.889375,1822.790875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,1505.811625,1118.597625,1128.33325,1454.755625,1539.2025,842.6965625,589.3098125,1032.3673125,1184.136125,1698.394375,742.1581875,885.8320625,1700.624375,1457.7225,1211.07025,1061.857125,1377.701625,1649.591,1321.699875,1372.27875,1770.93225,1549.313375,1367.552375,1567.7725,1728.272375,1339.19775,1310.27475,1657.887125,1319.793125,1018.3120625,1199.8485,1394.726875,1710.076125,824.595375,720.335625,1654.676,1199.4985,1002.962125,0.0,609.85925,902.7039375,1554.78425,1514.802625,1191.12375,1220.56125,1610.0085,1816.21225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,1503.504875,1119.325,1132.973375,1449.27075,1545.527375,838.5905625,591.380375,1038.150375,1178.021,1704.72325,738.989625,888.8005625,1694.475125,1462.95775,1206.5895,1061.597375,1381.2605,1644.7095,1319.57375,1374.086875,1775.306375,1546.018375,1367.713375,1571.29925,1724.02675,1337.6595,1312.729875,1662.965625,1316.35525,1018.935375,1204.630125,1389.457375,1716.34275,821.742125,723.935125,1648.294875,1205.68075,997.1778125,0.0,608.1246875,906.6540625,1548.5775,1520.09725,1186.784,1219.927375,1612.154875,1809.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,1501.226875,1120.095625,1137.637375,1443.798625,1551.857375,834.523,593.52625,1043.9478125,1171.915,1711.05625,735.87325,891.8131875,1688.331125,1468.206625,1202.13175,1061.3825,1384.844125,1639.842,1317.48,1375.926625,1779.69575,1542.746625,1367.9085,1574.84775,1719.797625,1336.15475,1315.216375,1668.05675,1312.944375,1019.60525,1209.43225,1384.202,1722.613875,818.9379375,727.5835,1641.917625,1211.871375,991.408625,0.0,606.4659375,910.6408125,1542.377,1525.405125,1182.4695,1219.333375,1614.3285,1803.061875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,1498.978,1120.909375,1142.324875,1438.33925,1558.1925,830.4944375,595.7465,1049.75925,1165.818375,1717.393375,732.80975,894.8695,1682.192625,1473.46875,1197.697,1061.2125,1388.452625,1634.9885,1315.41875,1377.798125,1784.10025,1539.49825,1368.138125,1578.417875,1715.585125,1334.6835,1317.733875,1673.160125,1309.560625,1020.3214375,1214.25475,1378.961,1728.8895,816.1833125,731.2800625,1635.544625,1218.07,985.654875,0.0,604.883625,914.6636875,1536.182625,1530.726125,1178.180625,1218.77925,1616.52925,1796.490125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,1496.758125,1121.76625,1147.035875,1432.892875,1564.5325,826.5054375,598.040375,1055.5845,1159.73125,1723.734625,729.799875,897.9690625,1676.05975,1478.74425,1193.28575,1061.087375,1392.0855,1630.149125,1313.390125,1379.701,1788.51975,1536.273375,1368.401875,1582.009375,1711.389375,1333.246,1320.28225,1678.275875,1306.2045,1021.084,1219.09725,1373.734625,1735.1695,813.47875,735.0240625,1629.17575,1224.276625,979.9168125,0.0,603.3784375,918.7221875,1529.994625,1536.06025,1173.917625,1218.265,1618.757,1789.920625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
