,time,25,47,92,137,159,204,1555,1577,70,3,182,1533,115,48,1578,160,93,227,26,1556,205,138,71,4,183,116,1534,49,1579,161,228,94,27,1557,206,139,72,5,184,117,1535,50,1580,162,229,95,28,1558,207,140,73,6,185,118,1110,1132,1177,1513,1155,1536,1133,1200,1581,1178,1111,1559,1156,7,1537,1134,1201,1582,1179,1112,1560,1157,30,8,1538,1202,1135,1583,1180,1561,31,1113,1158,9,333,871,311,849,894,356,872,334,312,917,850,379,895,357,335,873,918,380,313,851,896,358,336,874,919,381,314,897,359,266,288,244,289,267,245,290,268,291,269,942,843,888,910,1381,1403,1426,866,1404,911,1382,889,1427,867,1405,912,1383,890,1450,1428,868,935,1406,913,1451,891,1384,1429
0,0,1.3488030433654785,0.7213189601898193,1.4508609771728516,0.8393081426620483,1.079021692276001,0.7846283316612244,0.9172067046165466,0.8387542366981506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118799090385437,0.0,0.0,0.0,0.0,0.8070307374000549,0.0,0.0,0.0,0.0,0.0,0.0,0.8763976693153381,0.8095522522926331,0.9462150931358337,0.7393023371696472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.483937382698059,1.422994613647461,0.0,0.0,1.4191341400146484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8205095529556274,0.8669636845588684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7384098768234253,0.8274733424186707,0.8127033114433289,0.9584835171699524,0.8446249961853027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1.360270380973816,0.7147996425628662,1.4379569292068481,0.8471514582633972,1.0706450939178467,0.7893516421318054,0.9226824641227722,0.8315620422363281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.109909176826477,0.0,0.0,0.0,0.0,0.8144002556800842,0.0,0.0,0.0,0.0,0.0,0.0,0.8800073266029358,0.8020996451377869,0.9468923211097717,0.7391682267189026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47384512424469,1.412667989730835,0.0,0.0,1.4312851428985596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8283170461654663,0.8630276322364807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7371430397033691,0.8351773619651794,0.8090264797210693,0.9643648266792297,0.8367037773132324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1.3716504573822021,0.7083550095558167,1.4250919818878174,0.8550797700881958,1.0622445344924927,0.794049859046936,0.928097128868103,0.8244258165359497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.100992202758789,0.0,0.0,0.0,0.0,0.8218454122543335,0.0,0.0,0.0,0.0,0.0,0.0,0.8835207223892212,0.7947282195091248,0.947401225566864,0.7389503121376038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4631189107894897,1.4020110368728638,0.0,0.0,1.4433002471923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8362156748771667,0.8590127825737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7357967495918274,0.842964768409729,0.8052880764007568,0.9701747298240662,0.8288716673851013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1.3829137086868286,0.7019840478897095,1.4122697114944458,0.8630936145782471,1.0538272857666016,0.7987203001976013,0.9334456324577332,0.8173463344573975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0920566320419312,0.0,0.0,0.0,0.0,0.8293664455413818,0.0,0.0,0.0,0.0,0.0,0.0,0.8869339227676392,0.7874373197555542,0.947740912437439,0.7386488914489746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4519413709640503,1.3910939693450928,0.0,0.0,1.4551208019256592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8442062735557556,0.854922890663147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7343721389770508,0.850835919380188,0.8014910817146301,0.9759069085121155,0.8211280107498169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1.3940238952636719,0.0,1.3994935750961304,0.8711934685707092,1.0454000234603882,0.8033602237701416,0.9387224912643433,0.8103240728378296,0.7024010419845581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0831102132797241,0.0,0.0,0.0,0.0,0.8369636535644531,0.0,0.0,0.0,0.0,0.0,0.0,0.8902429342269897,0.7802263498306274,0.9479107856750488,0.7382642030715942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4404401779174805,1.3799729347229004,0.0,0.0,1.4666638374328613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8522898554801941,0.8507618308067322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7328703999519348,0.8587912321090698,0.797638475894928,0.9815549850463867,0.8134719133377075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1.4049361944198608,0.0,1.3867669105529785,0.8793795704841614,1.0369693040847778,0.8079667091369629,0.9439224600791931,0.8033596277236938,0.7087729573249817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0741603374481201,0.0,0.0,0.0,0.0,0.8446370363235474,0.0,0.0,0.0,0.0,0.0,0.0,0.8934438824653625,0.7730945944786072,0.9479105472564697,0.7377966642379761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4287056922912598,1.368693470954895,0.0,0.0,1.4778094291687012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8604671359062195,0.8465334177017212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7312929034233093,0.8668311238288879,0.7937331199645996,0.9871122241020203,0.8059026598930359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,1.415595293045044,0.0,1.3740932941436768,0.8876523375511169,1.028541088104248,0.8125368356704712,0.9490397572517395,0.7964533567428589,0.7152185440063477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0652137994766235,0.0,0.0,0.0,0.0,0.8523867726325989,0.0,0.0,0.0,0.0,0.0,0.0,0.8965329527854919,0.7660412788391113,0.9477402567863464,0.737246572971344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4168034791946411,1.3572925329208374,0.0,0.0,1.4883801937103271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8687388896942139,0.8422414064407349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7296409010887146,0.8749558925628662,0.7897779941558838,0.9925718307495117,0.7984193563461304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,1.425931453704834,0.0,1.3614755868911743,0.8960120677947998,1.020120620727539,0.8170675039291382,0.9540687799453735,0.7896057367324829,0.7217387557029724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0562766790390015,0.0,0.0,0.0,0.0,0.8602128624916077,0.0,0.0,0.0,0.0,0.0,0.0,0.8995062112808228,0.7590656876564026,0.9474000930786133,0.7366145253181458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4047820568084717,1.345800518989563,0.0,0.0,1.498109221458435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8771060109138489,0.8378893733024597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7279158234596252,0.8831657767295837,0.7857757806777954,0.9979267716407776,0.7910211682319641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,1.4358571767807007,0.0,1.3489172458648682,0.9044588208198547,1.0117132663726807,0.8215556144714355,0.9590035676956177,0.7828169465065002,0.7283346652984619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.047355055809021,0.0,0.0,0.0,0.0,0.868115246295929,0.0,0.0,0.0,0.0,0.0,0.0,0.9023600220680237,0.7521671652793884,0.9468907117843628,0.7359010577201843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.392678141593933,1.3342424631118774,0.0,0.0,1.5065983533859253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885569155216217,0.833480954170227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7261189818382263,0.8914608955383301,0.7817294001579285,1.0031698942184448,0.783707320690155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
